0.608032773	0.878617681	0
0.615494738	0.893347912	-0.11579525
0.621954056	0.908990454	-1.046825998
0.633581015	0.885315044	-0.117155909
0.662941223	0.878032743	-1.411896519
0.68018319	0.875033752	-1.90934072
0.66995272	0.884411932	0.121741492
0.665138466	0.868813452	-0.121593462
0.665345119	0.851416138	0.608254888
0.669222813	0.832892825	2.055743486
0.652809479	0.826213603	1.540061885
0.638889498	0.824681174	1.400368107
0.625236477	0.806947427	1.150714488
0.62020833	0.806189084	0.90992966
0.620192812	0.813782935	-0.11240102
0.619077418	0.815940362	1.918425959
0.608912406	0.82855909	1.550675022
0.598465322	0.83793591	0.872221569
0.603927796	0.856807029	-0.865081823
0.602579276	0.882087667	1.636132026
0.589978653	0.932303812	0.53646484
0.58963779	1.005265976	0.213202685
0.58722129	1.060155169	-0.10657264
0.581333568	1.061088538	-0.212976073
0.571191842	1.031941	0.961431456
0.560060194	1.007612672	0.105895923
0.555360409	1.011491249	0.634310163
0.552953017	0.998911699	0.105117133
0.553371748	1.011405394	0.419636653
0.552014707	0.94639631	0
0.550949768	0.903844542	0.731198178
0.54184679	0.842552101	1.141511982
0.532516636	0.795477634	0.61506059
0.537876018	0.764587215	0.917709518
0.535588696	0.738457161	1.211859312
0.533506613	0.717856681	0.299615734
0.531356651	0.699788397	-0.398294294
0.532264159	0.693073839	0.19994351
0.531994427	0.675903046	0.996980869
0.529367656	0.65794312	0.691144391
0.535596829	0.645159397	0.490181776
0.546100648	0.627829079	-0.195261462
0.553323896	0.618601293	0.879668352
0.547932218	0.610876936	0.678420671
0.538342633	0.606849154	0
0.544207023	0.600954044	1.636286167
0.529499256	0.594167695	0.568235862
0.526955814	0.592717236	0.282337446
0.534593317	0.598979495	0.657398351
0.551071887	0.606068164	0.652757824
0.580967435	0.61331057	0.370979475
0.627816041	0.616637503	-1.385000635
0.640683853	0.627902776	3.089655749
0.606498939	0.646335835	1.180914795
0.580468169	0.673083537	1.07696726
0.560610464	0.676450116	0.621784939
0.550472379	0.688739412	1.323881415
0.546565686	0.715852915	0.435527932
0.540278014	0.746871574	0.780486231
0.54135274	0.791291058	0.774761969
0.547514192	0.772430385	0.939404144
0.545398468	0.763240291	0.42299933
0.554769566	0.760125603	0.252605187
0.549260615	0.764778079	1.008500036
0.547166312	0.77100793	0.415961276
0.55716553	0.778399785	1.242714616
0.561940813	0.793773694	0.982090397
0.569936763	0.809555814	0.648158476
0.579124119	0.836674568	1.368841337
0.587650685	0.873883995	0.158969828
0.595339936	0.924100435	0.95142005
0.590598549	0.909871135	0.471372797
0.590456567	0.921618478	0.547403325
0.595107672	0.957065759	0.07752678
0.601007322	0.924487015	0.93249122
0.599091189	0.917572409	0.692763925
0.60403614	0.921472614	-0.687997725
0.60669818	0.934839005	0.230825847
0.613453055	0.979036299	0.471731807
0.612390045	0.927504556	-1.134120886
0.601777883	0.904651008	-0.563497771
0.600768773	0.883157929	0.943038725
0.598210798	0.876685211	-0.87232878
0.599007608	0.882287613	-0.012720182
0.608370913	0.874264684	-0.227546745
0.621781584	0.856093771	1.915809851
0.619727632	0.858903449	-0.162360281
0.620741161	0.864313242	0.81454562
0.640461296	0.865039067	1.430040455
0.645437334	0.883301536	1.07704477
0.662473739	0.893098437	-0.107741695
0.639236635	0.912338534	0.358330989
0.61445749	0.925352487	0.312248325
0.611655536	0.964622211	0.144677749
0.601888949	0.926044716	1.121821619
0.592070283	0.894483961	0.367176529
0.583313757	0.883091127	-0.153126971
0.58414585	0.875573813	0.278913291
0.578892503	0.881814552	0.378837854
0.586864034	0.88297729	0.198494659
0.594475452	0.90594086	1.293548853
0.594310956	0.909443346	0.315821744
0.595010256	0.923344101	0.604890232
0.601111255	0.957825865	0.640010056
0.603385928	0.949573991	0.783996378
0.611908996	0.959862925	-0.367907138
0.622208653	0.996930006	-0.377817109
0.626393668	1.062956768	0.976737774
0.625896987	1.065625185	0.528081031
0.625057547	1.050427191	0.229853837
0.625021714	1.048621296	-0.022498051
0.624927375	1.0667846	0.02915176
0.639209911	1.079121345	-0.942554535
0.64454022	1.08727234	-0.268398179
0.667042719	1.110588814	-1.851756011
0.661415255	1.12686843	-0.065912974
0.664480869	1.158212695	-0.129802289
0.672610462	1.228503898	-0.257036133
0.669729498	1.203629213	-0.116533756
